log_id,employee_id,department,timestamp,date,hour,day_of_week,is_weekend,is_after_hours,resource_type,sensitivity_level,action,location,download_size_mb,session_duration_min,access_failed,ip_address,device_type,vpn_used,rule_score,final_risk_score,risk_level,anomaly_score,is_anomaly
LOG1001845,EMP1050,IT,2024-06-12 10:11:14,2024-06-12,10,Wednesday,False,False,Merger_Document,Highly Confidential,DOWNLOAD,Office,36.01,48,True,221.220.143.58,Desktop,False,63,39.6,Medium,32.57,True
LOG1001846,EMP1111,Finance,2024-01-19 14:12:07,2024-01-19,14,Friday,False,False,Source_Code,Internal,VIEW,Office,0.0,14,False,76.227.169.103,Desktop,False,13,36.19,Medium,16.14,False
LOG1001847,EMP1001,Sales,2024-11-05 21:42:51,2024-11-05,21,Tuesday,False,True,Merger_Document,Highly Confidential,DOWNLOAD,Proxy,38.24,50,False,68.11.125.168,Desktop,False,100,36.23,Medium,14.14,False
LOG1001848,EMP1051,HR,2024-05-16 21:29:41,2024-05-16,21,Thursday,False,True,IP_Document,Confidential,DOWNLOAD,Foreign_IP,79.78,4,True,104.33.65.101,Laptop,False,100,96.46,Critical,97.79,True
LOG1001849,EMP1095,Finance,2024-11-07 09:18:42,2024-11-07,9,Thursday,False,False,HR_Database,Highly Confidential,DOWNLOAD,Office,5.77,74,False,19.250.14.89,Desktop,False,45,40.77,Medium,26.04,False
LOG1001850,EMP1059,Engineering,2024-10-27 10:12:46,2024-10-27,10,Sunday,True,False,Merger_Document,Highly Confidential,VIEW,Office,0.0,13,False,38.219.158.102,Mobile,False,48,41.59,Medium,25.83,False
LOG1001851,EMP1011,IT,2024-11-15 14:31:21,2024-11-15,14,Friday,False,False,Executive_Email,Highly Confidential,DOWNLOAD,Office,2.74,1,False,50.195.207.15,Laptop,False,45,45.18,Medium,31.36,False
LOG1001852,EMP1006,HR,2024-11-19 14:41:15,2024-11-19,14,Tuesday,False,False,HR_Database,Highly Confidential,VIEW,Office,0.0,20,False,7.221.174.72,Laptop,False,33,32.92,Medium,11.35,False
LOG1001853,EMP1059,Engineering,2024-02-10 11:18:39,2024-02-10,11,Saturday,True,False,HR_Database,Highly Confidential,DOWNLOAD,Proxy,46.08,1,True,29.151.16.100,Unknown,False,100,41.59,Medium,25.83,False
LOG1001854,EMP1084,Operations,2024-02-20 15:20:31,2024-02-20,15,Tuesday,False,False,Employee_Records,Highly Confidential,DOWNLOAD,Office,7.96,23,False,207.163.235.82,Mobile,False,45,35.78,Medium,21.94,False
LOG1001855,EMP1046,Engineering,2024-02-20 23:19:44,2024-02-20,23,Tuesday,False,True,Salary_Data,Highly Confidential,SHARE,Unknown,87.75,1,False,66.18.247.173,Laptop,False,100,96.67,Critical,98.92,True
LOG1001856,EMP1144,Sales,2024-08-15 13:36:36,2024-08-15,13,Thursday,False,False,Executive_Email,Highly Confidential,EDIT,Office,0.0,9,False,137.67.13.206,Desktop,False,38,32.49,Medium,11.67,False
LOG1001857,EMP1075,Engineering,2024-08-14 05:27:10,2024-08-14,5,Wednesday,False,True,Salary_Data,Highly Confidential,DOWNLOAD,Proxy,0.48,39,False,202.238.159.47,Desktop,False,93,97.55,Critical,100.0,True
LOG1001858,EMP1043,Sales,2024-05-17 14:15:50,2024-05-17,14,Friday,False,False,Customer_Data,Confidential,DELETE,Office,0.0,75,False,35.219.148.80,Desktop,False,45,33.55,Medium,15.85,False
LOG1001859,EMP1100,Finance,2024-04-06 10:45:47,2024-04-06,10,Saturday,True,False,Salary_Data,Highly Confidential,VIEW,Office,0.0,6,False,13.83.49.171,Desktop,False,48,30.71,Medium,5.48,False
LOG1001860,EMP1014,Finance,2024-03-03 22:27:17,2024-03-03,22,Sunday,True,True,Internal_Wiki,Internal,DELETE,VPN,0.0,9,False,41.78.15.49,Laptop,True,75,44.76,Medium,30.4,False
LOG1001861,EMP1003,Legal,2024-11-15 15:23:08,2024-11-15,15,Friday,False,False,Salary_Data,Highly Confidential,VIEW,Proxy,0.0,69,False,174.11.14.78,Desktop,False,61,37.49,Medium,17.01,False
LOG1001862,EMP1037,Engineering,2024-02-23 15:46:21,2024-02-23,15,Friday,False,False,Meeting_Notes,Internal,VIEW,VPN,0.0,30,False,210.198.175.144,Laptop,True,18,40.95,Medium,22.43,False
LOG1001863,EMP1070,Sales,2024-01-26 08:30:29,2024-01-26,8,Friday,False,True,Employee_Records,Highly Confidential,EDIT,Office,0.0,18,False,146.3.239.187,Desktop,False,58,32.63,Medium,8.3,False
LOG1001864,EMP1042,Operations,2024-06-23 10:22:49,2024-06-23,10,Sunday,True,False,Legal_Document,Confidential,DELETE,Office,0.0,37,False,150.197.202.105,Desktop,False,60,33.45,Medium,12.26,False
LOG1001865,EMP1053,Legal,2024-11-28 15:31:35,2024-11-28,15,Thursday,False,False,HR_Database,Highly Confidential,VIEW,Office,0.0,27,False,146.187.26.64,Desktop,False,33,34.99,Medium,13.43,False
LOG1001866,EMP1144,Sales,2024-05-06 12:11:41,2024-05-06,12,Monday,False,False,Merger_Document,Highly Confidential,COPY,Office,1.71,1,False,110.30.3.128,Laptop,False,48,32.49,Medium,11.67,False
LOG1001867,EMP1049,Sales,2024-05-31 08:17:54,2024-05-31,8,Friday,False,True,Internal_Wiki,Internal,VIEW,VPN,0.0,17,False,133.108.214.126,Desktop,True,38,34.64,Medium,11.75,False
LOG1001868,EMP1089,Legal,2024-12-01 11:08:57,2024-12-01,11,Sunday,True,False,Security_Config,Highly Confidential,VIEW,Office,0.0,1,False,61.93.213.166,Laptop,False,48,32.58,Medium,7.33,False
LOG1001869,EMP1131,Legal,2024-03-11 11:12:16,2024-03-11,11,Monday,False,False,IP_Document,Confidential,DOWNLOAD,Office,43.49,77,False,75.59.128.198,Desktop,False,43,31.72,Medium,8.17,False
LOG1001870,EMP1070,Sales,2024-05-19 18:04:46,2024-05-19,18,Sunday,True,True,HR_Database,Highly Confidential,EDIT,Office,0.0,60,False,84.15.168.16,Desktop,False,73,32.63,Medium,8.3,False
LOG1001871,EMP1080,IT,2024-05-30 14:57:01,2024-05-30,14,Thursday,False,False,Internal_Wiki,Internal,DOWNLOAD,Home,14.15,1,False,119.152.9.79,Unknown,False,41,41.43,Medium,23.63,False
LOG1001872,EMP1111,Finance,2024-09-30 13:01:52,2024-09-30,13,Monday,False,False,Merger_Document,Highly Confidential,VIEW,Office,0.0,97,False,175.54.160.55,Laptop,False,33,36.19,Medium,16.14,False
LOG1001873,EMP1089,Legal,2024-06-20 15:37:25,2024-06-20,15,Thursday,False,False,General_File,Public,VIEW,Office,0.0,15,False,186.26.154.214,Desktop,False,5,32.58,Medium,7.33,False
LOG1001874,EMP1095,Finance,2024-08-15 12:37:13,2024-08-15,12,Thursday,False,False,Meeting_Notes,Internal,COPY,Office,0.75,18,False,193.95.52.127,Laptop,False,28,40.77,Medium,26.04,False
LOG1001875,EMP1023,IT,2024-10-08 21:16:34,2024-10-08,21,Tuesday,False,True,Meeting_Notes,Internal,PRINT,Office,0.0,44,False,81.104.52.66,Desktop,False,42,31.26,Medium,8.5,False
LOG1001876,EMP1121,Sales,2024-11-28 14:34:30,2024-11-28,14,Thursday,False,False,Salary_Data,Highly Confidential,VIEW,VPN,0.0,16,False,185.71.13.243,Mobile,True,38,49.48,Medium,41.22,True
LOG1001877,EMP1075,Engineering,2024-12-02 02:23:25,2024-12-02,2,Monday,False,True,Salary_Data,Highly Confidential,VIEW,Foreign_IP,0.0,65,False,179.251.4.180,Laptop,False,88,97.55,Critical,100.0,True
LOG1001878,EMP1134,Sales,2024-01-26 14:14:57,2024-01-26,14,Friday,False,False,General_File,Public,VIEW,Proxy,0.0,65,True,222.101.42.177,Desktop,False,43,41.21,Medium,24.56,False
LOG1001879,EMP1103,Engineering,2024-07-24 12:37:46,2024-07-24,12,Wednesday,False,False,Internal_Wiki,Internal,EDIT,VPN,0.0,58,False,1.109.210.24,Mobile,True,23,30.11,Medium,3.66,False
LOG1001880,EMP1024,Finance,2024-05-04 09:18:08,2024-05-04,9,Saturday,True,False,Employee_Records,Highly Confidential,VIEW,Office,0.0,81,False,219.71.57.9,Laptop,False,48,31.98,Medium,11.53,False
LOG1001881,EMP1095,Finance,2024-11-15 07:32:32,2024-11-15,7,Friday,False,True,HR_Database,Highly Confidential,VIEW,Home,0.0,30,False,57.89.40.249,Desktop,False,61,40.77,Medium,26.04,False
LOG1001882,EMP1058,Sales,2024-02-16 14:25:23,2024-02-16,14,Friday,False,False,Security_Config,Highly Confidential,EDIT,Foreign_IP,0.0,52,False,178.241.82.0,Unknown,False,73,31.09,Medium,6.66,False
LOG1001883,EMP1030,Finance,2024-02-24 12:00:42,2024-02-24,12,Saturday,True,False,Customer_Data,Confidential,VIEW,Office,0.0,1,False,153.49.136.85,Laptop,False,38,38.77,Medium,21.07,False
LOG1001884,EMP1083,Operations,2024-07-17 10:54:51,2024-07-17,10,Wednesday,False,False,Merger_Document,Highly Confidential,VIEW,Office,0.0,83,False,108.215.147.187,Mobile,False,33,34.53,Medium,13.78,False
LOG1001885,EMP1071,Engineering,2024-04-18 13:43:10,2024-04-18,13,Thursday,False,False,General_File,Public,DOWNLOAD,Home,14.44,54,False,95.13.125.115,Laptop,False,33,28.4,Low,2.12,False
LOG1001886,EMP1021,Engineering,2024-06-20 13:28:10,2024-06-20,13,Thursday,False,False,Source_Code,Internal,DOWNLOAD,Office,16.71,55,False,218.121.217.33,Laptop,False,33,34.38,Medium,16.76,False
LOG1001887,EMP1051,HR,2024-01-18 22:42:55,2024-01-18,22,Thursday,False,True,IP_Document,Confidential,COPY,Foreign_IP,343.38,1,False,98.148.186.3,Laptop,False,100,96.46,Critical,97.79,True
LOG1001888,EMP1073,Operations,2024-05-14 22:47:46,2024-05-14,22,Tuesday,False,True,Employee_Records,Highly Confidential,PRINT,Office,0.0,32,True,136.104.64.18,Laptop,False,72,33.02,Medium,8.03,False
LOG1001889,EMP1057,Finance,2024-08-28 19:22:02,2024-08-28,19,Wednesday,False,True,Customer_Data,Confidential,SHARE,Office,28.67,19,False,55.162.183.22,Laptop,False,68,40.63,Medium,22.64,False
LOG1001890,EMP1032,Sales,2024-05-03 07:14:04,2024-05-03,7,Friday,False,True,Legal_Document,Confidential,EDIT,Office,0.0,55,False,161.233.163.246,Laptop,False,48,35.73,Medium,22.71,False
LOG1001891,EMP1091,IT,2024-01-02 16:23:14,2024-01-02,16,Tuesday,False,False,Financial_Report,Confidential,EDIT,Office,0.0,72,False,70.111.204.247,Laptop,False,28,38.11,Medium,17.49,False
LOG1001892,EMP1149,Legal,2024-03-18 14:42:13,2024-03-18,14,Monday,False,False,Security_Config,Highly Confidential,DOWNLOAD,Office,47.66,1,True,153.198.34.74,Laptop,False,63,39.58,Medium,28.85,False
LOG1001893,EMP1139,Engineering,2024-01-17 13:23:24,2024-01-17,13,Wednesday,False,False,Employee_Records,Highly Confidential,VIEW,VPN,0.0,79,False,176.195.126.179,Laptop,True,38,34.81,Medium,11.95,False
LOG1001894,EMP1044,Finance,2024-04-11 13:58:29,2024-04-11,13,Thursday,False,False,Meeting_Notes,Internal,DOWNLOAD,Office,0.95,15,False,173.24.245.1,Laptop,False,25,31.71,Medium,6.48,False
LOG1001895,EMP1116,Engineering,2024-04-07 14:41:20,2024-04-07,14,Sunday,True,False,HR_Database,Highly Confidential,EDIT,Office,0.0,79,False,131.253.129.139,Laptop,False,53,29.23,Low,7.28,False
LOG1001896,EMP1126,Operations,2024-03-17 07:45:33,2024-03-17,7,Sunday,True,True,Salary_Data,Highly Confidential,VIEW,Home,0.0,36,False,5.10.202.218,Unknown,False,76,35.09,Medium,9.22,False
LOG1001897,EMP1088,Operations,2024-04-04 11:53:17,2024-04-04,11,Thursday,False,False,Internal_Wiki,Internal,EDIT,Office,0.0,49,False,14.231.73.186,Mobile,False,18,34.1,Medium,19.47,False
LOG1001898,EMP1143,Finance,2024-05-03 18:47:16,2024-05-03,18,Friday,False,True,Merger_Document,Highly Confidential,VIEW,Office,0.0,29,False,124.20.192.34,Laptop,False,53,33.62,Medium,10.65,False
LOG1001899,EMP1090,Operations,2024-09-10 15:34:36,2024-09-10,15,Tuesday,False,False,Source_Code,Internal,EDIT,VPN,0.0,1,True,155.101.20.153,Laptop,True,33,30.0,Medium,2.35,False
LOG1001900,EMP1117,Operations,2024-06-18 12:24:41,2024-06-18,12,Tuesday,False,False,Product_Roadmap,Confidential,DOWNLOAD,Office,9.09,67,False,20.213.58.45,Mobile,False,35,32.41,Medium,7.7,False
LOG1001901,EMP1074,Finance,2024-11-13 12:41:57,2024-11-13,12,Wednesday,False,False,Internal_Wiki,Internal,DELETE,Office,0.0,5,False,61.128.29.254,Mobile,False,35,30.97,Medium,11.96,False
LOG1001902,EMP1117,Operations,2024-10-06 17:04:33,2024-10-06,17,Sunday,True,False,Legal_Document,Confidential,VIEW,Office,0.0,28,False,209.0.2.247,Desktop,False,38,32.41,Medium,7.7,False
LOG1001903,EMP1029,Sales,2024-11-06 11:24:58,2024-11-06,11,Wednesday,False,False,Customer_Data,Confidential,EDIT,Home,0.0,30,False,106.254.79.209,Mobile,False,36,43.47,Medium,28.85,False
LOG1001904,EMP1075,Engineering,2024-02-12 21:25:22,2024-02-12,21,Monday,False,True,Employee_Records,Highly Confidential,DOWNLOAD,Home,169.96,18,False,163.18.2.111,Laptop,False,98,97.55,Critical,100.0,True
LOG1001905,EMP1076,Operations,2024-09-14 09:22:31,2024-09-14,9,Saturday,True,False,General_File,Public,EDIT,Home,0.0,5,False,116.173.243.55,Mobile,False,33,29.92,Low,4.66,False
LOG1001906,EMP1094,Engineering,2024-04-07 14:30:56,2024-04-07,14,Sunday,True,False,Merger_Document,Highly Confidential,DOWNLOAD,Office,0.13,66,False,36.112.19.207,Laptop,False,60,32.43,Medium,14.17,False
LOG1001907,EMP1055,Operations,2024-10-24 11:56:08,2024-10-24,11,Thursday,False,False,Employee_Records,Highly Confidential,VIEW,Office,0.0,52,False,44.206.252.25,Desktop,False,33,34.46,Medium,15.0,False
LOG1001908,EMP1051,HR,2024-02-27 02:14:04,2024-02-27,2,Tuesday,False,True,Salary_Data,Highly Confidential,SHARE,Home,72.27,1,False,208.132.209.89,Desktop,False,93,96.46,Critical,97.79,True
LOG1001909,EMP1049,Sales,2024-12-16 08:17:13,2024-12-16,8,Monday,False,True,Source_Code,Internal,VIEW,Office,0.0,47,True,208.101.91.14,Mobile,False,43,34.64,Medium,11.75,False
LOG1001910,EMP1078,Engineering,2024-09-27 14:11:10,2024-09-27,14,Friday,False,False,Executive_Email,Highly Confidential,DELETE,VPN,0.0,63,False,2.226.124.88,Laptop,True,60,36.23,Medium,14.91,False
LOG1001911,EMP1100,Finance,2024-12-25 14:38:45,2024-12-25,14,Wednesday,False,False,Internal_Wiki,Internal,SHARE,Office,2.52,42,False,29.247.126.70,Laptop,False,30,30.71,Medium,5.48,False
LOG1001912,EMP1048,Engineering,2024-03-18 07:14:26,2024-03-18,7,Monday,False,True,General_File,Public,DOWNLOAD,VPN,8.02,49,False,24.64.5.170,Laptop,True,42,35.05,Medium,14.37,False
LOG1001913,EMP1075,Engineering,2024-03-12 01:30:43,2024-03-12,1,Tuesday,False,True,Financial_Report,Confidential,COPY,Foreign_IP,65.16,1,True,73.51.248.192,Desktop,False,100,97.55,Critical,100.0,True
LOG1001914,EMP1085,Sales,2024-09-22 00:13:37,2024-09-22,0,Sunday,True,True,Source_Code,Internal,DOWNLOAD,VPN,20.84,1,False,172.16.70.137,Desktop,True,73,41.95,Medium,22.45,False
LOG1001915,EMP1005,Engineering,2024-05-21 16:26:01,2024-05-21,16,Tuesday,False,False,Customer_Data,Confidential,SHARE,VPN,0.88,56,False,156.181.200.117,Desktop,True,45,34.61,Medium,17.92,False
LOG1001916,EMP1092,Operations,2024-12-19 14:36:37,2024-12-19,14,Thursday,False,False,Source_Code,Internal,DELETE,Home,0.0,12,False,206.212.199.124,Laptop,False,43,30.16,Medium,7.28,False
LOG1001917,EMP1103,Engineering,2024-05-29 20:08:40,2024-05-29,20,Wednesday,False,True,Security_Config,Highly Confidential,EDIT,Proxy,0.0,1,False,118.191.92.224,Laptop,False,86,30.11,Medium,3.66,False
LOG1001918,EMP1122,IT,2024-02-12 07:02:57,2024-02-12,7,Monday,False,True,Merger_Document,Highly Confidential,DOWNLOAD,Office,3.18,1,False,32.26.148.103,Desktop,False,65,52.83,High,43.56,True
LOG1001919,EMP1121,Sales,2024-02-18 07:10:16,2024-02-18,7,Sunday,True,True,Meeting_Notes,Internal,VIEW,Home,0.0,1,False,80.201.224.66,Mobile,False,56,49.48,Medium,41.22,True
LOG1001920,EMP1002,Finance,2024-12-29 16:11:33,2024-12-29,16,Sunday,True,False,Product_Roadmap,Confidential,DOWNLOAD,Home,18.29,40,False,2.101.244.11,Laptop,False,66,31.39,Medium,11.15,False
LOG1001921,EMP1074,Finance,2024-04-18 15:36:40,2024-04-18,15,Thursday,False,False,Financial_Report,Confidential,EDIT,Home,0.0,19,False,12.217.253.110,Laptop,False,36,30.97,Medium,11.96,False
LOG1001922,EMP1145,Legal,2024-08-14 13:56:46,2024-08-14,13,Wednesday,False,False,IP_Document,Confidential,VIEW,Office,0.0,59,True,115.148.193.21,Mobile,False,33,34.53,Medium,16.26,False
LOG1001923,EMP1104,Finance,2024-06-21 15:42:52,2024-06-21,15,Friday,False,False,Legal_Document,Confidential,VIEW,Office,0.0,86,False,157.208.197.105,Mobile,False,23,39.75,Medium,21.31,False
LOG1001924,EMP1042,Operations,2024-12-18 08:05:13,2024-12-18,8,Wednesday,False,True,Employee_Records,Highly Confidential,DOWNLOAD,Office,18.65,28,False,154.18.88.151,Laptop,False,73,33.45,Medium,12.26,False
LOG1001925,EMP1142,HR,2024-03-25 15:30:55,2024-03-25,15,Monday,False,False,Employee_Records,Highly Confidential,PRINT,Office,0.0,9,True,193.185.133.44,Laptop,False,52,47.2,Medium,35.06,True
LOG1001926,EMP1065,Engineering,2024-06-11 10:10:14,2024-06-11,10,Tuesday,False,False,Internal_Wiki,Internal,PRINT,VPN,0.0,15,False,134.29.229.158,Desktop,True,27,36.4,Medium,21.71,False
LOG1001927,EMP1061,Operations,2024-01-09 18:26:38,2024-01-09,18,Tuesday,False,True,Source_Code,Internal,VIEW,Office,0.0,58,False,12.163.73.44,Desktop,False,33,39.86,Medium,29.14,False
LOG1001928,EMP1090,Operations,2024-03-20 10:50:37,2024-03-20,10,Wednesday,False,False,Internal_Wiki,Internal,VIEW,Office,0.0,39,False,177.37.195.202,Laptop,False,13,30.0,Medium,2.35,False
LOG1001929,EMP1130,IT,2024-12-13 12:49:11,2024-12-13,12,Friday,False,False,Merger_Document,Highly Confidential,EDIT,Office,0.0,7,False,104.13.64.180,Laptop,False,38,31.45,Medium,8.44,False
LOG1001930,EMP1028,Engineering,2024-01-22 08:42:32,2024-01-22,8,Monday,False,True,Legal_Document,Confidential,SHARE,Unknown,3.67,38,False,164.68.10.27,Laptop,False,82,29.14,Low,3.02,False
LOG1001931,EMP1093,Operations,2024-02-02 23:43:21,2024-02-02,23,Friday,False,True,Meeting_Notes,Internal,COPY,Office,12.08,1,False,101.148.170.58,Laptop,False,56,48.28,Medium,34.13,True
LOG1001932,EMP1133,Legal,2024-01-13 17:37:04,2024-01-13,17,Saturday,True,False,Customer_Data,Confidential,DOWNLOAD,VPN,9.5,69,False,112.158.3.39,Desktop,True,55,40.08,Medium,26.94,False
LOG1001933,EMP1077,Sales,2024-06-05 09:08:06,2024-06-05,9,Wednesday,False,False,Financial_Report,Confidential,EDIT,Office,0.0,81,False,117.239.149.119,Mobile,False,28,34.8,Medium,14.25,False
LOG1001934,EMP1102,Sales,2024-08-27 19:12:33,2024-08-27,19,Tuesday,False,True,Internal_Wiki,Internal,VIEW,Home,0.0,55,False,72.74.188.225,Desktop,False,41,33.87,Medium,14.06,False
LOG1001935,EMP1118,Finance,2024-02-24 10:58:32,2024-02-24,10,Saturday,True,False,Salary_Data,Highly Confidential,PRINT,VPN,0.0,38,False,143.144.159.249,Laptop,True,62,41.81,Medium,23.28,False
LOG1001936,EMP1044,Finance,2024-05-16 09:26:52,2024-05-16,9,Thursday,False,False,Source_Code,Internal,SHARE,Foreign_IP,18.6,43,False,88.121.149.35,Laptop,False,73,31.71,Medium,6.48,False
LOG1001937,EMP1054,Sales,2024-11-01 10:11:30,2024-11-01,10,Friday,False,False,Meeting_Notes,Internal,DOWNLOAD,Home,19.08,21,False,80.125.129.25,Laptop,False,41,41.52,Medium,29.68,False
LOG1001938,EMP1121,Sales,2024-10-21 15:02:56,2024-10-21,15,Monday,False,False,General_File,Public,SHARE,Office,15.16,1,False,100.16.22.41,Desktop,False,30,49.48,Medium,41.22,True
LOG1001939,EMP1139,Engineering,2024-03-03 15:48:07,2024-03-03,15,Sunday,True,False,HR_Database,Highly Confidential,DOWNLOAD,Office,13.16,13,False,155.64.133.12,Unknown,False,68,34.81,Medium,11.95,False
LOG1001940,EMP1046,Engineering,2024-08-31 02:57:38,2024-08-31,2,Saturday,True,True,Financial_Report,Confidential,SHARE,Unknown,77.5,1,False,17.93.108.84,Laptop,False,100,96.67,Critical,98.92,True
LOG1001941,EMP1117,Operations,2024-01-30 10:00:57,2024-01-30,10,Tuesday,False,False,General_File,Public,SHARE,VPN,22.7,13,False,177.130.8.61,Laptop,True,35,32.41,Medium,7.7,False
LOG1001942,EMP1075,Engineering,2024-07-02 06:33:26,2024-07-02,6,Tuesday,False,True,Merger_Document,Highly Confidential,DOWNLOAD,Unknown,46.26,53,True,43.124.241.120,Laptop,False,100,97.55,Critical,100.0,True
LOG1001943,EMP1146,Legal,2024-08-11 13:02:44,2024-08-11,13,Sunday,True,False,Security_Config,Highly Confidential,DOWNLOAD,Office,11.21,43,False,82.134.193.217,Desktop,False,68,33.57,Medium,10.88,False
LOG1001944,EMP1013,HR,2024-12-19 13:51:30,2024-12-19,13,Thursday,False,False,General_File,Public,DOWNLOAD,Unknown,29.28,11,False,157.213.8.251,Laptop,False,47,28.82,Low,0.0,False
LOG1001945,EMP1031,Sales,2024-04-04 07:22:37,2024-04-04,7,Thursday,False,True,General_File,Public,DOWNLOAD,Office,27.05,47,False,132.85.238.125,Mobile,False,45,34.02,Medium,11.41,False
LOG1001946,EMP1106,Engineering,2024-11-10 07:48:53,2024-11-10,7,Sunday,True,True,IP_Document,Confidential,VIEW,Home,0.0,52,False,178.62.112.196,Unknown,False,66,33.54,Medium,11.46,False
LOG1001947,EMP1110,Engineering,2024-05-20 16:36:06,2024-05-20,16,Monday,False,False,Product_Roadmap,Confidential,VIEW,Home,0.0,84,False,81.43.74.77,Laptop,False,31,30.98,Medium,9.52,False
LOG1001948,EMP1082,HR,2024-07-10 06:08:16,2024-07-10,6,Wednesday,False,True,Employee_Records,Highly Confidential,VIEW,Office,0.0,25,False,87.141.148.111,Desktop,False,53,46.95,Medium,35.0,True
LOG1001949,EMP1015,Sales,2024-03-25 17:49:14,2024-03-25,17,Monday,False,False,Meeting_Notes,Internal,DOWNLOAD,VPN,39.19,51,False,7.0.195.251,Laptop,True,38,28.93,Low,2.89,False
LOG1001950,EMP1076,Operations,2024-12-26 21:18:38,2024-12-26,21,Thursday,False,True,Meeting_Notes,Internal,VIEW,Home,0.0,20,False,150.90.150.121,Laptop,False,41,29.92,Low,4.66,False
LOG1001951,EMP1123,Finance,2024-08-07 16:34:26,2024-08-07,16,Wednesday,False,False,Legal_Document,Confidential,DOWNLOAD,Office,4.19,67,False,64.227.34.6,Desktop,False,35,33.5,Medium,16.16,False
LOG1001952,EMP1107,Legal,2024-05-27 17:45:47,2024-05-27,17,Monday,False,False,General_File,Public,EDIT,VPN,0.0,66,False,103.96.30.7,Mobile,True,15,30.81,Medium,8.43,False
LOG1001953,EMP1095,Finance,2024-09-27 10:00:36,2024-09-27,10,Friday,False,False,Security_Config,Highly Confidential,VIEW,Office,0.0,85,False,120.75.205.214,Laptop,False,33,40.77,Medium,26.04,False
LOG1001954,EMP1033,Finance,2024-12-25 12:07:33,2024-12-25,12,Wednesday,False,False,Financial_Report,Confidential,VIEW,VPN,0.0,125,False,177.96.216.87,Laptop,True,28,29.85,Low,4.01,False
LOG1001955,EMP1059,Engineering,2024-04-09 18:24:41,2024-04-09,18,Tuesday,False,True,Customer_Data,Confidential,EDIT,Office,0.0,1,False,223.252.165.31,Laptop,False,48,41.59,Medium,25.83,False
LOG1001956,EMP1148,Operations,2024-11-13 22:44:51,2024-11-13,22,Wednesday,False,True,Executive_Email,Highly Confidential,DOWNLOAD,Home,10.51,34,False,165.154.95.84,Unknown,False,81,46.88,Medium,34.07,True
LOG1001957,EMP1086,Sales,2024-05-04 13:06:09,2024-05-04,13,Saturday,True,False,Product_Roadmap,Confidential,DELETE,Home,0.0,71,False,53.18.180.173,Laptop,False,68,40.18,Medium,21.25,False
LOG1001958,EMP1053,Legal,2024-08-17 08:41:37,2024-08-17,8,Saturday,True,True,Legal_Document,Confidential,DOWNLOAD,Office,6.06,25,False,75.15.190.112,Desktop,False,70,34.99,Medium,13.43,False
LOG1001959,EMP1102,Sales,2024-03-16 09:34:27,2024-03-16,9,Saturday,True,False,Merger_Document,Highly Confidential,DOWNLOAD,Home,9.1,78,False,121.139.190.205,Mobile,False,68,33.87,Medium,14.06,False
LOG1001960,EMP1134,Sales,2024-04-01 21:17:43,2024-04-01,21,Monday,False,True,Product_Roadmap,Confidential,EDIT,Proxy,0.0,29,False,13.143.83.125,Laptop,False,76,41.21,Medium,24.56,False
LOG1001961,EMP1000,Engineering,2024-03-13 05:48:13,2024-03-13,5,Wednesday,False,True,Product_Roadmap,Confidential,VIEW,Home,0.0,37,False,134.140.135.24,Laptop,False,51,47.24,Medium,35.71,True
LOG1001962,EMP1113,Finance,2024-07-13 15:35:50,2024-07-13,15,Saturday,True,False,Security_Config,Highly Confidential,COPY,Home,13.17,1,False,210.94.76.65,Laptop,False,79,33.7,Medium,15.09,False
LOG1001963,EMP1059,Engineering,2024-03-14 23:23:35,2024-03-14,23,Thursday,False,True,Security_Config,Highly Confidential,VIEW,Office,0.0,3,False,142.164.255.37,Desktop,False,53,41.59,Medium,25.83,False
LOG1001964,EMP1051,HR,2024-08-09 20:16:19,2024-08-09,20,Friday,False,True,Employee_Records,Highly Confidential,DOWNLOAD,Proxy,86.19,17,True,75.215.230.39,Desktop,False,100,96.46,Critical,97.79,True
LOG1001965,EMP1082,HR,2024-06-30 16:49:45,2024-06-30,16,Sunday,True,False,Product_Roadmap,Confidential,DOWNLOAD,Office,26.62,1,False,72.119.54.45,Desktop,False,58,46.95,Medium,35.0,True
LOG1001966,EMP1075,Engineering,2024-09-06 23:07:47,2024-09-06,23,Friday,False,True,Employee_Records,Highly Confidential,SHARE,Unknown,26.11,1,False,68.91.228.73,Laptop,False,100,97.55,Critical,100.0,True
LOG1001967,EMP1102,Sales,2024-12-23 10:50:44,2024-12-23,10,Monday,False,False,Source_Code,Internal,VIEW,VPN,0.0,57,False,210.87.210.13,Laptop,True,18,33.87,Medium,14.06,False
LOG1001968,EMP1004,Operations,2024-02-17 12:06:13,2024-02-17,12,Saturday,True,False,Security_Config,Highly Confidential,PRINT,Home,0.0,86,False,167.220.64.128,Laptop,False,65,33.45,Medium,11.15,False
LOG1001969,EMP1084,Operations,2024-11-18 13:25:50,2024-11-18,13,Monday,False,False,Executive_Email,Highly Confidential,EDIT,VPN,0.0,54,False,151.244.76.64,Desktop,True,43,35.78,Medium,21.94,False
LOG1001970,EMP1033,Finance,2024-10-07 10:51:35,2024-10-07,10,Monday,False,False,Merger_Document,Highly Confidential,EDIT,Foreign_IP,0.0,47,False,72.29.234.14,Laptop,False,73,29.85,Low,4.01,False
